date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:08:42	1127750/1127750	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22113546-19f6c5821d8%22	https://moniepoint.com/business/feature-card-2.svg	moniepoint.com/business/feature-card-2.svg	(from https://moniepoint.com/moniebook)
15:08:43	863475/863475	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d2cf3-19f6c5821d8%22	https://moniepoint.com/business/feature-card-3.svg	moniepoint.com/business/feature-card-3.svg	(from https://moniepoint.com/moniebook)
15:08:44	971423/971423	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ed29f-19f6c5821d8%22	https://moniepoint.com/business/feature-card-4.svg	moniepoint.com/business/feature-card-4.svg	(from https://moniepoint.com/moniebook)
15:08:45	1096469/1096469	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2210bb15-19f6c5821d8%22	https://moniepoint.com/business/feature-card-5.svg	moniepoint.com/business/feature-card-5.svg	(from https://moniepoint.com/moniebook)
15:08:46	830098/830098	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22caa92-19f6c5821d8%22	https://moniepoint.com/business/feature-card-6.svg	moniepoint.com/business/feature-card-6.svg	(from https://moniepoint.com/moniebook)
15:08:47	205444/205444	---M--	200	added ('OK')	image/png	etag:W/%2232284-19f6c5821d8%22	https://moniepoint.com/moniebook/testimonial-1.png	moniepoint.com/moniebook/testimonial-1.png	(from https://moniepoint.com/moniebook)
15:08:48	142705/142705	---M--	200	added ('OK')	image/png	etag:W/%2222d71-19f6c5821d8%22	https://moniepoint.com/moniebook/testimonial-2.png	moniepoint.com/moniebook/testimonial-2.png	(from https://moniepoint.com/moniebook)
15:08:49	163598/163598	---M--	200	added ('OK')	image/png	etag:W/%2227f0e-19f6c5821d8%22	https://moniepoint.com/moniebook/testimonial-3.png	moniepoint.com/moniebook/testimonial-3.png	(from https://moniepoint.com/moniebook)
15:08:50	151458/151458	---M--	200	added ('OK')	image/png	etag:W/%2224fa2-19f6c5821d8%22	https://moniepoint.com/moniebook/testimonial-4.png	moniepoint.com/moniebook/testimonial-4.png	(from https://moniepoint.com/moniebook)
15:08:51	153753/153753	---M--	200	added ('OK')	image/png	etag:W/%2225899-19f6c5821d8%22	https://moniepoint.com/moniebook/testimonial-5.png	moniepoint.com/moniebook/testimonial-5.png	(from https://moniepoint.com/moniebook)
15:08:52	46671/46671	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b64f-19f427b4638%22	https://moniepoint.com/_next/static/chunks/2685-e82dc80d39d0735d.js	moniepoint.com/_next/static/chunks/2685-e82dc80d39d0735d.js	(from https://moniepoint.com/blog/7-profitable-home-based-businesses-beginners)
15:08:53	45026/45026	---MCZ	200	added ('OK')	application/javascript	etag:W/%22afe2-19e16a61278%22	https://moniepoint.com/_next/static/chunks/7286-580d8e4a729200fb.js	moniepoint.com/_next/static/chunks/7286-580d8e4a729200fb.js	(from https://moniepoint.com/blog/7-profitable-home-based-businesses-beginners)
15:08:54	13755/13755	---MCZ	200	added ('OK')	application/javascript	etag:W/%2235bb-19ef3d74540%22	https://moniepoint.com/_next/static/chunks/pages/blog/%5Bslug%5D-ef3e0ffc9d8398eb.js	moniepoint.com/_next/static/chunks/pages/blog/[slug]-ef3e0ffc9d8398eb.js	(from https://moniepoint.com/blog/7-profitable-home-based-businesses-beginners)
15:08:55	25180/25180	---MCZ	200	added ('OK')	text/css	etag:W/%22625c-19daefb48c8%22	https://moniepoint.com/_next/static/css/4ccab50b100632cc.css	moniepoint.com/_next/static/css/4ccab50b100632cc.css	(from https://moniepoint.com/blog/7-profitable-home-based-businesses-beginners)
15:08:56	40164/40164	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2014:08:55%20GMT	https://moniepoint.com/blog/categories/engineering	moniepoint.com/blog/categories/engineering.html	(from https://moniepoint.com/blog/7-profitable-home-based-businesses-beginners)
15:08:57	706/706	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222c2-19f6c5821d8%22	https://moniepoint.com/blog/arr.svg	moniepoint.com/blog/arr.svg	(from https://moniepoint.com/blog/7-profitable-home-based-businesses-beginners)
15:08:57	59632/59632	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2014:08:57%20GMT	https://moniepoint.com/blog/author/chidinma-nwonye	moniepoint.com/blog/author/chidinma-nwonye.html	(from https://moniepoint.com/blog/7-profitable-home-based-businesses-beginners)
15:08:59	1178/1178	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2249a-19f6c5821d8%22	https://moniepoint.com/blog/telegram.svg	moniepoint.com/blog/telegram.svg	(from https://moniepoint.com/blog/7-profitable-home-based-businesses-beginners)
15:08:59	1204/1204	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224b4-19f6c5821d8%22	https://moniepoint.com/blog/twitter.svg	moniepoint.com/blog/twitter.svg	(from https://moniepoint.com/blog/7-profitable-home-based-businesses-beginners)
15:09:01	1041/1041	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22411-19f6c5821d8%22	https://moniepoint.com/blog/facebook.svg	moniepoint.com/blog/facebook.svg	(from https://moniepoint.com/blog/7-profitable-home-based-businesses-beginners)
15:09:02	54881/54881	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2014:09:02%20GMT	https://moniepoint.com/blog/how-to-get-moniepoint-pos	moniepoint.com/blog/how-to-get-moniepoint-pos.html	(from https://moniepoint.com/blog/7-profitable-home-based-businesses-beginners)
15:09:04	52706/52706	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2014:09:04%20GMT	https://moniepoint.com/blog/protect-your-money-from-fraud-in-nigeria	moniepoint.com/blog/protect-your-money-from-fraud-in-nigeria.html	(from https://moniepoint.com/blog/reset-forgotten-bank-password)
15:09:06	48508/48508	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2014:09:06%20GMT	https://moniepoint.com/blog/moniepoint-card-upgrade	moniepoint.com/blog/moniepoint-card-upgrade.html	(from https://moniepoint.com/blog/reset-forgotten-bank-password)
15:09:07	62127/62127	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2014:09:06%20GMT	https://moniepoint.com/ng/savings/target-savings	moniepoint.com/ng/savings/target-savings.html	(from https://moniepoint.com/blog/highest-interest-rate-digital-banks)
15:09:08	56897/56897	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2014:09:07%20GMT	https://moniepoint.com/ng/savings/flexible-savings	moniepoint.com/ng/savings/flexible-savings.html	(from https://moniepoint.com/blog/highest-interest-rate-digital-banks)
15:09:09	57905/57905	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2014:09:08%20GMT	https://moniepoint.com/ng/savings/fixed-deposit	moniepoint.com/ng/savings/fixed-deposit.html	(from https://moniepoint.com/blog/highest-interest-rate-digital-banks)
15:09:10	59132/59132	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2014:09:09%20GMT	https://moniepoint.com/blog/author/moniepoint-nigeria	moniepoint.com/blog/author/moniepoint-nigeria.html	(from https://moniepoint.com/blog/moniepoint-features-2026)
15:09:11	611531/611531	---M--	200	added ('OK')	image/png	etag:W/%22954cb-19f6c5821d8%22	https://moniepoint.com/personal/card-hero.png	moniepoint.com/personal/card-hero.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:11	27157/27157	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a15-19f284d9950%22	https://moniepoint.com/_next/static/chunks/pages/ng/personal/%5Bslug%5D-3636a67e4a79b4cc.js	moniepoint.com/_next/static/chunks/pages/ng/personal/[slug]-3636a67e4a79b4cc.js	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:12	5751/5751	---MCZ	200	added ('OK')	text/css	etag:W/%221677-19e934d8a68%22	https://moniepoint.com/_next/static/css/d00b1dae66084bcb.css	moniepoint.com/_next/static/css/d00b1dae66084bcb.css	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:13	41776/41776	---M--	200	added ('OK')	image/png	etag:W/%22a330-19f6c5821d8%22	https://moniepoint.com/business/debit-card-1.png	moniepoint.com/business/debit-card-1.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:14	52693/52693	---M--	200	added ('OK')	image/png	etag:W/%22cdd5-19f6c5821d8%22	https://moniepoint.com/business/debit-card-2.png	moniepoint.com/business/debit-card-2.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:16	151032/151032	---M--	200	added ('OK')	image/png	etag:W/%2224df8-19f6c5821d8%22	https://moniepoint.com/business/debit-card-3.png	moniepoint.com/business/debit-card-3.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:16	60176/60176	---M--	200	added ('OK')	image/png	etag:W/%22eb10-19f6c5821d8%22	https://moniepoint.com/business/debit-card-4.png	moniepoint.com/business/debit-card-4.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:18	129176/129176	---M--	200	added ('OK')	image/png	etag:W/%221f898-19f6c5821d8%22	https://moniepoint.com/start/ins-1.png	moniepoint.com/start/ins-1.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:18	75455/75455	---M--	200	added ('OK')	image/png	etag:W/%22126bf-19f6c5821d8%22	https://moniepoint.com/start/ins-2.png	moniepoint.com/start/ins-2.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:20	99148/99148	---M--	200	added ('OK')	image/png	etag:W/%221834c-19f6c5821d8%22	https://moniepoint.com/start/ins-3.png	moniepoint.com/start/ins-3.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:21	203628/203628	---M--	200	added ('OK')	image/png	etag:W/%2231b6c-19f6c5821d8%22	https://moniepoint.com/start/ins-4.png	moniepoint.com/start/ins-4.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:22	2040/2040	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227f8-19f6c5821d8%22	https://moniepoint.com/benefits/card.svg	moniepoint.com/benefits/card.svg	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:22	9463/9463	---M--	200	added ('OK')	image/png	etag:W/%2224f7-19f6c5821d8%22	https://moniepoint.com/businesses/max.png	moniepoint.com/businesses/max.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:23	7119/7119	---M--	200	added ('OK')	image/png	etag:W/%221bcf-19f6c5821d8%22	https://moniepoint.com/businesses/migo.png	moniepoint.com/businesses/migo.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:24	7127/7127	---M--	200	added ('OK')	image/png	etag:W/%221bd7-19f6c5821d8%22	https://moniepoint.com/businesses/bamboo.png	moniepoint.com/businesses/bamboo.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:25	7513/7513	---M--	200	added ('OK')	image/png	etag:W/%221d59-19f6c5821d8%22	https://moniepoint.com/businesses/fairmoney.png	moniepoint.com/businesses/fairmoney.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:26	7929/7929	---M--	200	added ('OK')	image/png	etag:W/%221ef9-19f6c5821d8%22	https://moniepoint.com/businesses/payu.png	moniepoint.com/businesses/payu.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:27	10000/10000	---M--	200	added ('OK')	image/png	etag:W/%222710-19f6c5821d8%22	https://moniepoint.com/businesses/piggyvest.png	moniepoint.com/businesses/piggyvest.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:28	9791/9791	---M--	200	added ('OK')	image/png	etag:W/%22263f-19f6c5821d8%22	https://moniepoint.com/businesses/cowrywise.png	moniepoint.com/businesses/cowrywise.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:29	10770/10770	---M--	200	added ('OK')	image/png	etag:W/%222a12-19f6c5821d8%22	https://moniepoint.com/businesses/cubana.png	moniepoint.com/businesses/cubana.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:30	11531/11531	---M--	200	added ('OK')	image/png	etag:W/%222d0b-19f6c5821d8%22	https://moniepoint.com/businesses/jendol.png	moniepoint.com/businesses/jendol.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:31	10571/10571	---M--	200	added ('OK')	image/png	etag:W/%22294b-19f6c5821d8%22	https://moniepoint.com/businesses/theplace.png	moniepoint.com/businesses/theplace.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:32	7917/7917	---M--	200	added ('OK')	image/png	etag:W/%221eed-19f6c5821d8%22	https://moniepoint.com/businesses/jumiapay.png	moniepoint.com/businesses/jumiapay.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:33	8922/8922	---M--	200	added ('OK')	image/png	etag:W/%2222da-19f6c5821d8%22	https://moniepoint.com/businesses/kongapay.png	moniepoint.com/businesses/kongapay.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:34	9591/9591	---M--	200	added ('OK')	image/png	etag:W/%222577-19f6c5821d8%22	https://moniepoint.com/businesses/quickcheck.png	moniepoint.com/businesses/quickcheck.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:35	6335/6335	---M--	200	added ('OK')	image/png	etag:W/%2218bf-19f6c5821d8%22	https://moniepoint.com/businesses/gigm.png	moniepoint.com/businesses/gigm.png	(from https://moniepoint.com/ng/personal/instant-debit-card)
15:09:37	284353/284353	---M--	200	added ('OK')	image/png	etag:W/%22456c1-19f6c5821d8%22	https://moniepoint.com/business/personal-account.png	moniepoint.com/business/personal-account.png	(from https://moniepoint.com/ng/personal/personal-account)
15:09:46	75500/75500	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2014:09:46%20GMT	https://moniepoint.com/ng/personal/personal-account?%3Fwpsrc=Google%20AdWords&wpcid=23962727669&wpscid=198173084616&wpcrid=813652088379&wpkwid=kwd-297913384981&wpkwn=set%20up%20bank%20account&wpkmatch=b&wpsnetn=g&gad_source=1&gad_campaignid=23962727669&gbraid=0AAAAAqEVzpolKjIEjdmSHoFvVLJUFx7sE&gclid=CjwKCAjwpefSBhBvEiwAzyEtZyVcqWI_2LwVOsF-eT6QUuz5mzbVWLzmYi7YGBubp6on8WktMUc_ZhoCK4cQAvD_BwE	moniepoint.com/ng/personal/personal-account1748.html	(from https://moniepoint.com/ng/personal/personal-account)
15:09:46	58689/58689	---M--	200	added ('OK')	image/png	etag:W/%22e541-19f6c5821d8%22	https://moniepoint.com/business/personal-banking-1.png	moniepoint.com/business/personal-banking-1.png	(from https://moniepoint.com/ng/personal/personal-account)
15:09:47	54835/54835	---M--	200	added ('OK')	image/png	etag:W/%22d633-19f6c5821d8%22	https://moniepoint.com/business/personal-banking-2.png	moniepoint.com/business/personal-banking-2.png	(from https://moniepoint.com/ng/personal/personal-account)
15:09:48	53102/53102	---M--	200	added ('OK')	image/png	etag:W/%22cf6e-19f6c5821d8%22	https://moniepoint.com/business/personal-banking-3.png	moniepoint.com/business/personal-banking-3.png	(from https://moniepoint.com/ng/personal/personal-account)
15:09:50	52856/52856	---M--	200	added ('OK')	image/png	etag:W/%22ce78-19f6c5821d8%22	https://moniepoint.com/business/personal-banking-4.png	moniepoint.com/business/personal-banking-4.png	(from https://moniepoint.com/ng/personal/personal-account)
15:09:51	129176/129176	---M--	200	added ('OK')	image/png	etag:W/%221f898-19f6c5821d8%22	https://moniepoint.com/start/per-1.png	moniepoint.com/start/per-1.png	(from https://moniepoint.com/ng/personal/personal-account)
15:09:52	75455/75455	---M--	200	added ('OK')	image/png	etag:W/%22126bf-19f6c5821d8%22	https://moniepoint.com/start/per-2.png	moniepoint.com/start/per-2.png	(from https://moniepoint.com/ng/personal/personal-account)
15:09:53	99148/99148	---M--	200	added ('OK')	image/png	etag:W/%221834c-19f6c5821d8%22	https://moniepoint.com/start/per-3.png	moniepoint.com/start/per-3.png	(from https://moniepoint.com/ng/personal/personal-account)
15:09:54	203628/203628	---M--	200	added ('OK')	image/png	etag:W/%2231b6c-19f6c5821d8%22	https://moniepoint.com/start/per-4.png	moniepoint.com/start/per-4.png	(from https://moniepoint.com/ng/personal/personal-account)
15:09:55	3557/3557	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22de5-19f6c5821d8%22	https://moniepoint.com/ctaD.svg	moniepoint.com/ctaD.svg	(from https://moniepoint.com/ng/personal/personal-account)
15:09:56	362610/362610	---M--	200	added ('OK')	image/png	etag:W/%2258872-19f6c5821d8%22	https://moniepoint.com/business/payments.png	moniepoint.com/business/payments.png	(from https://moniepoint.com/ng/personal/payment)
15:09:56	62455/62455	---M--	200	added ('OK')	image/png	etag:W/%22f3f7-19f6c5821d8%22	https://moniepoint.com/business/payment-1.png	moniepoint.com/business/payment-1.png	(from https://moniepoint.com/ng/personal/payment)
15:09:58	80610/80610	---M--	200	added ('OK')	image/png	etag:W/%2213ae2-19f6c5821d8%22	https://moniepoint.com/business/payment-2.png	moniepoint.com/business/payment-2.png	(from https://moniepoint.com/ng/personal/payment)
15:09:58	68560/68560	---M--	200	added ('OK')	image/png	etag:W/%2210bd0-19f6c5821d8%22	https://moniepoint.com/business/payment-3.png	moniepoint.com/business/payment-3.png	(from https://moniepoint.com/ng/personal/payment)
15:09:59	59372/59372	---M--	200	added ('OK')	image/png	etag:W/%22e7ec-19f6c5821d8%22	https://moniepoint.com/business/payment-4.png	moniepoint.com/business/payment-4.png	(from https://moniepoint.com/ng/personal/payment)
15:10:01	196905/196905	---M--	200	added ('OK')	image/png	etag:W/%2230129-19f6c5821d8%22	https://moniepoint.com/start/pmt-1.png	moniepoint.com/start/pmt-1.png	(from https://moniepoint.com/ng/personal/payment)
15:10:01	75433/75433	---M--	200	added ('OK')	image/png	etag:W/%22126a9-19f6c5821d8%22	https://moniepoint.com/start/pmt-2.png	moniepoint.com/start/pmt-2.png	(from https://moniepoint.com/ng/personal/payment)
15:10:03	99138/99138	---M--	200	added ('OK')	image/png	etag:W/%2218342-19f6c5821d8%22	https://moniepoint.com/start/pmt-3.png	moniepoint.com/start/pmt-3.png	(from https://moniepoint.com/ng/personal/payment)
15:10:04	203616/203616	---M--	200	added ('OK')	image/png	etag:W/%2231b60-19f6c5821d8%22	https://moniepoint.com/start/pmt-4.png	moniepoint.com/start/pmt-4.png	(from https://moniepoint.com/ng/personal/payment)
15:10:05	969970/969970	---M--	200	added ('OK')	image/png	etag:W/%22eccf2-19f6c5821d8%22	https://moniepoint.com/tvc/personal/bg-1.png	moniepoint.com/tvc/personal/bg-1.png	(from https://moniepoint.com/ng/digital-banking)
15:10:05	24353/24353	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f21-19f284d9950%22	https://moniepoint.com/_next/static/chunks/pages/ng/digital-banking-56ed8ee6ba1417b5.js	moniepoint.com/_next/static/chunks/pages/ng/digital-banking-56ed8ee6ba1417b5.js	(from https://moniepoint.com/ng/digital-banking)
15:10:06	24669/24669	---M--	200	added ('OK')	image/png	etag:W/%22605d-19f6c5821d8%22	https://moniepoint.com/tvc/bg-2.png	moniepoint.com/tvc/bg-2.png	(from https://moniepoint.com/ng/digital-banking)
15:10:08	10668/10668	---MCZ	200	added ('OK')	text/css	etag:W/%2229ac-19eacab1610%22	https://moniepoint.com/_next/static/css/7516a69ad15651ca.css	moniepoint.com/_next/static/css/7516a69ad15651ca.css	(from https://moniepoint.com/ng/digital-banking)
15:10:08	26549/26549	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267b5-19f6c5821d8%22	https://moniepoint.com/tvc/personal/qr-code.svg	moniepoint.com/tvc/personal/qr-code.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:10	18426/18426	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2247fa-19f6c5821d8%22	https://moniepoint.com/tvc/account.svg	moniepoint.com/tvc/account.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:11	1256/1256	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224e8-19f6c5821d8%22	https://moniepoint.com/tvc/icons/icon-2.svg	moniepoint.com/tvc/icons/icon-2.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:11	588/588	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2224c-19f6c5821d8%22	https://moniepoint.com/tvc/Vector.svg	moniepoint.com/tvc/Vector.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:13	122916/122916	---M--	200	added ('OK')	image/png	etag:W/%221e024-19f6c5821d8%22	https://moniepoint.com/tvc/personal/image-1.png	moniepoint.com/tvc/personal/image-1.png	(from https://moniepoint.com/ng/digital-banking)
15:10:14	1570/1570	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22622-19f6c5821d8%22	https://moniepoint.com/tvc/icons/icon-9.svg	moniepoint.com/tvc/icons/icon-9.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:15	124828/124828	---M--	200	added ('OK')	image/png	etag:W/%221e79c-19f6c5821d8%22	https://moniepoint.com/tvc/personal/image-2.png	moniepoint.com/tvc/personal/image-2.png	(from https://moniepoint.com/ng/digital-banking)
15:10:16	1037/1037	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2240d-19f6c5821d8%22	https://moniepoint.com/tvc/icons/icon-4.svg	moniepoint.com/tvc/icons/icon-4.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:17	106144/106144	---M--	200	added ('OK')	image/png	etag:W/%2219ea0-19f6c5821d8%22	https://moniepoint.com/tvc/personal/image-3.png	moniepoint.com/tvc/personal/image-3.png	(from https://moniepoint.com/ng/digital-banking)
15:10:17	535/535	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22217-19f6c5821d8%22	https://moniepoint.com/tvc/icons/icon-1.svg	moniepoint.com/tvc/icons/icon-1.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:19	149827/149827	---M--	200	added ('OK')	image/png	etag:W/%2224943-19f6c5821d8%22	https://moniepoint.com/tvc/personal/image-4.png	moniepoint.com/tvc/personal/image-4.png	(from https://moniepoint.com/ng/digital-banking)
15:10:20	42026/42026	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a42a-19f6c5821d8%22	https://moniepoint.com/tvc/personal/phone.svg	moniepoint.com/tvc/personal/phone.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:21	105182/105182	---M--	200	added ('OK')	image/png	etag:W/%2219ade-19f6c5821d8%22	https://moniepoint.com/tvc/personal/image-5.png	moniepoint.com/tvc/personal/image-5.png	(from https://moniepoint.com/ng/digital-banking)
15:10:22	102291/102291	---M--	200	added ('OK')	image/png	etag:W/%2218f93-19f6c5821d8%22	https://moniepoint.com/tvc/personal/image-6.png	moniepoint.com/tvc/personal/image-6.png	(from https://moniepoint.com/ng/digital-banking)
15:10:23	25969/25969	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226571-19f6c5821d8%22	https://moniepoint.com/tvc/business/qr-code.svg	moniepoint.com/tvc/business/qr-code.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:24	497520/497520	---M--	200	added ('OK')	image/png	etag:W/%2279770-19f6c5821d8%22	https://moniepoint.com/tvc/business/product.png	moniepoint.com/tvc/business/product.png	(from https://moniepoint.com/ng/digital-banking)
15:10:25	129246/129246	---M--	200	added ('OK')	image/png	etag:W/%221f8de-19f6c5821d8%22	https://moniepoint.com/tvc/business/image-1.png	moniepoint.com/tvc/business/image-1.png	(from https://moniepoint.com/ng/digital-banking)
15:10:26	4043/4043	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fcb-19f6c5821d8%22	https://moniepoint.com/tvc/icons/icon-10.svg	moniepoint.com/tvc/icons/icon-10.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:27	158481/158481	---M--	200	added ('OK')	image/png	etag:W/%2226b11-19f6c5821d8%22	https://moniepoint.com/tvc/business/image-2.png	moniepoint.com/tvc/business/image-2.png	(from https://moniepoint.com/ng/digital-banking)
15:10:27	1199/1199	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224af-19f6c5821d8%22	https://moniepoint.com/tvc/icons/icon-3.svg	moniepoint.com/tvc/icons/icon-3.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:29	99876/99876	---M--	200	added ('OK')	image/png	etag:W/%2218624-19f6c5821d8%22	https://moniepoint.com/tvc/business/image-3.png	moniepoint.com/tvc/business/image-3.png	(from https://moniepoint.com/ng/digital-banking)
15:10:30	36206/36206	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228d6e-19f6c5821d8%22	https://moniepoint.com/tvc/business/alerts.svg	moniepoint.com/tvc/business/alerts.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:31	137494/137494	---M--	200	added ('OK')	image/png	etag:W/%2221916-19f6c5821d8%22	https://moniepoint.com/tvc/business/image-4.png	moniepoint.com/tvc/business/image-4.png	(from https://moniepoint.com/ng/digital-banking)
15:10:31	2819/2819	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b03-19f6c5821d8%22	https://moniepoint.com/tvc/icons/icon-5.svg	moniepoint.com/tvc/icons/icon-5.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:33	165007/165007	---M--	200	added ('OK')	image/png	etag:W/%222848f-19f6c5821d8%22	https://moniepoint.com/tvc/business/image-5.png	moniepoint.com/tvc/business/image-5.png	(from https://moniepoint.com/ng/digital-banking)
15:10:33	1326/1326	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2252e-19f6c5821d8%22	https://moniepoint.com/tvc/icons/icon-6.svg	moniepoint.com/tvc/icons/icon-6.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:35	153694/153694	---M--	200	added ('OK')	image/png	etag:W/%222585e-19f6c5821d8%22	https://moniepoint.com/tvc/business/image-6.png	moniepoint.com/tvc/business/image-6.png	(from https://moniepoint.com/ng/digital-banking)
15:10:35	850/850	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22352-19f6c5821d8%22	https://moniepoint.com/tvc/icons/icon-7.svg	moniepoint.com/tvc/icons/icon-7.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:37	102900/102900	---M--	200	added ('OK')	image/png	etag:W/%22191f4-19f6c5821d8%22	https://moniepoint.com/tvc/business/image-7.png	moniepoint.com/tvc/business/image-7.png	(from https://moniepoint.com/ng/digital-banking)
15:10:38	41661/41661	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a2bd-19f6c5821d8%22	https://moniepoint.com/tvc/business/Settings-1.svg	moniepoint.com/tvc/business/Settings-1.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:39	51749/51749	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ca25-19f6c5821d8%22	https://moniepoint.com/tvc/business/Settings-2.svg	moniepoint.com/tvc/business/Settings-2.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:40	46034/46034	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b3d2-19f6c5821d8%22	https://moniepoint.com/tvc/business/Settings-3.svg	moniepoint.com/tvc/business/Settings-3.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:40	1413/1413	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22585-19f6c5821d8%22	https://moniepoint.com/tvc/icons/icon-8.svg	moniepoint.com/tvc/icons/icon-8.svg	(from https://moniepoint.com/ng/digital-banking)
15:10:42	173725/173725	---M--	200	added ('OK')	image/png	etag:W/%222a69d-19f6c5821d8%22	https://moniepoint.com/tvc/business/image-8.png	moniepoint.com/tvc/business/image-8.png	(from https://moniepoint.com/ng/digital-banking)
